,Name,City,Cuisines,Average Cost,Aggregate Rating
8778,Kake Da Dhaba,Kansas City,"Tea, Cafe, Pizza, Fast Food",56,0.0
8779,Knight Kitchens,Prescott,"Pizza, Fast Food",37,0.0
8780,Lucknow Heritage,Fort Wayne,"Tea, Pizza, Italian, BBQ, Indian, Seafood",55,0.0
8781,Momos Box,Raleigh,"BBQ, Desserts, Italian",29,0.0
8782,Raging Bull - The Spicy Punch,Richmond,"Tea, Cafe, Mediterranean",72,0.0
8783,Second Home,Johnstown,"Tea, Cafe",57,0.0
8784,The Big Buddha Grill,El Paso,"Tea, BBQ, Italian",59,0.0
8785,Whatslife.in,St. Louis,"Cafe, Mexican, Mediterranean, Seafood",92,0.0
8786,Slice of Italy,Williston,"Tea, Seafood",67,2.3
8787,Bebbe Da Degh,San Francisco,"Bakery, Desserts",64,3.2
8788,Chauhan Hotel,Helena,"Tea, French, BBQ, Desserts",92,2.9
8789,52 Food Express,Detroit,"Desserts, Tea, Italian, Fast Food, Seafood",20,0.0
8790,Delicious Treasure,Fort Myers,"Desserts, Tea, French, Fast Food, American",25,0.0
8791,Shiv Murti Hotel,Fort Smith,"Tea, Mediterranean, Fast Food",51,0.0
8792,Kaka Ji Restaurant,Midland,"French, Bakery, Desserts, Fast Food",39,2.9
8793,Lazzez's,Omaha,"Tea, Cafe, Pizza, Fast Food, Chinese",51,2.9
8794,Mithaas Sweets,Pensacola,"Pizza, Bakery, BBQ, Cafe, Indian, Mediterranean",86,3.1
8795,Mithaas,Wenatchee,"Desserts, Italian, BBQ, Fast Food, Seafood",92,3.2
8796,Tandoori Corner,Laramie,"Seafood, Mexican, BBQ, Italian",87,2.6
8797,Culinate,Brownsville,"Tea, BBQ, Fast Food, Cafe, Indian",51,3.8
8798,Haaochi,Nome,"French, BBQ, Desserts",98,3.5
8799,Bake Walkers,Jamestown,"French, BBQ, Bakery, Fast Food, Cafe, Mediterranean",12,0.0
8800,Chacha Food Street,Rhinelander,"Tea, Cafe, American",24,0.0
8801,DudeFood,Alpena,"Tea, Mexican, Fast Food, Cafe, American, Seafood",87,0.0
8802,Indian Special Hot Momos,Tulsa,"Desserts, Cafe, Pizza, Bakery, Chinese",78,0.0
8803,Kesarwa Bakez,Arcata,"Bakery, Pizza",94,0.0
8804,Om Bikaner Sweets,Greenville,"BBQ, Fast Food",87,0.0
8805,Sadda Adda 2 Cafe & Lounge,Alexandria,"Fast Food, Pizza, Desserts, Italian",89,0.0
8806,The Backyard Chef,Salina,"Italian, Bakery, BBQ, Fast Food, Indian",83,0.0
8807,Veer Jee,Albuquerque,"Bakery, Indian, American, Fast Food",33,0.0
8808,VP ki Kitchen,Kansas City,"Desserts, Pizza, Mexican, Bakery, Cafe, Mediterranean",63,0.0
8809,Flying Cakes,Sault Ste. Marie,"Cafe, Indian, BBQ, Italian",47,2.1
8810,Taste In Box,Jackson,"Cafe, Bakery",28,2.3
8811,Snacks Point,Devils Lake,"Cafe, Indian, BBQ",36,2.9
8812,Sector 55 China Town,Butte,"Cafe, Pizza, Seafood",34,0.0
8813,B Tamang Chineese,Scranton,"Desserts, Pizza, French, Bakery, Cafe, Indian",95,2.9
8814,Foodelicious,Panama City,"Bakery, Pizza, Indian, Fast Food",52,3.1
8815,The Cake Masters,Jackson,"Pizza, Desserts",83,2.5
8816,Food Hut,Fort Leonard Wood,"Cafe, BBQ, Seafood",30,0.0
8817,South Indian Snacks Stall,Plattsburgh,"Tea, Pizza, Desserts, Seafood",86,0.0
8818,Twenty Four Seven,Staunton,"Desserts, Mexican, Bakery, BBQ, Fast Food",12,0.0
8819,Barista,Melbourne,"Pizza, Bakery, BBQ, Fast Food",81,3.0
8820,Barista,Aguadilla,"Pizza, Bakery, BBQ, Cafe, Mediterranean",68,2.9
8821,The Gourmet Shack,Rockford,"Tea, Pizza, Indian, Fast Food",77,3.3
8822,"Vanshika Indian, Chinese, & Parantha Corner",Abilene,"Pizza, Fast Food",60,3.1
8823,Yes Bosz Food Plaza,San Jose,"Cafe, Seafood",65,2.7
8824,A1 Restaurant,Juneau,"Tea, Pizza, Chinese, Mediterranean, Seafood",63,0.0
8825,Aggarwal Sweets India,Ithaca,"Chinese, French, Pizza, BBQ",57,0.0
8826,Chaska Food Hut,Provo,"Chinese, Pizza, Bakery",58,0.0
8827,Hasty Tasty Fast Food,Branson,"Tea, Cafe, Indian",25,0.0
8828,Pihu's Cafe,Newport News,"Pizza, Mexican, BBQ, Fast Food, Cafe, Indian",39,0.0
8829,Sanjay Pandit Bhojnalaya,Muskegon,"Pizza, Italian, BBQ, Cafe, American, Seafood",13,0.0
8830,Sharma Hotel,Daytona Beach,"Tea, Seafood",47,0.0
8831,Shri G,Madison,"Desserts, Tea, French, Mexican, Fast Food",87,0.0
8832,Nite Bites,Ponce,"Fast Food, BBQ, Seafood",17,2.7
8833,Shankar Fast Food,Shreveport,"Cafe, Mediterranean, Desserts, Fast Food",51,2.7
8834,Shivam Fast Food,Charleston,"Pizza, Italian, French, Bakery, BBQ, Fast Food",73,2.9
8835,Yumbo Bites,Hartford,"Cafe, BBQ",76,3.1
8836,Essen Foods,Des Moines,"Bakery, Mexican, BBQ",19,0.0
8837,L'amore,Fort Leonard Wood,"Desserts, Pizza, Italian, BBQ, Fast Food, Chinese",73,0.0
8838,SPL Food Corner,Martha's Vineyard,"Tea, Pizza",32,0.0
8839,Shree Ganesh M Cafe,Baltimore,"Pizza, Indian, Seafood",39,3.1
8840,Chauhan Fast Food,Great Falls,"Desserts, Bakery, Cafe, Mediterranean, Seafood",46,0.0
8841,Right for Night,Bemidji,"Desserts, Pizza, BBQ, American, Seafood",10,0.0
8842,Whatslife.in,Laramie,"Fast Food, Indian, Seafood",13,0.0
8843,BakeAffair,Rhinelander,"Desserts, Tea, Pizza, Fast Food, Chinese",93,3.4
8844,Mirchievous,Rockford,"American, Indian, BBQ, Seafood",64,3.1
8845,Cafe Coffee Day,Johnstown,"French, Bakery, Cafe, Desserts",30,0.0
8846,Dev Food,Greensboro,"French, Pizza, BBQ, Fast Food",81,0.0
8847,Green Vally Chiiness Food,Bozeman,"Mexican, Pizza, Seafood",74,0.0
8848,221 B Baker Street,Omaha,"Tea, BBQ, Fast Food, Mediterranean, Seafood",35,3.2
8849,Binge Restaurant,Walla Walla,"Seafood, Bakery, Cafe, Fast Food",50,3.2
8850,Boxmeal,Scranton,"Desserts, French, BBQ, American, Seafood",43,3.0
8851,Brown Town,Ithaca,"Pizza, Italian, BBQ, Cafe, Mediterranean",43,2.7
8852,Cafe Coffee Day,Mission,"Desserts, Tea, Pizza, French, Cafe",47,3.0
8853,Cafe Coffee Day,Sarasota,"Tea, French, Bakery, Fast Food, Chinese",12,3.0
8854,Cafe Green Apple,Owensboro,"Cafe, American, Mediterranean, BBQ",88,3.2
8855,Cake Mandi,Erie,"Cafe, Mexican, American, Fast Food",59,3.2
8856,Chai Thela,Moab,"Cafe, Indian, Seafood",93,3.1
8857,Chinese Chilli Sizzler,Scottsbluff,"Desserts, Tea, Pizza, Mexican, American",24,2.9
8858,Delhi Biryani Hut,Eau Claire,"Fast Food, Pizza, Mediterranean, Seafood",95,2.7
8859,Dev's Restaurant & Bar,Mosinee,"Tea, Bakery, American, Fast Food",89,3.1
8860,Doggy Style,Prescott,"Chinese, Desserts, Seafood",85,3.2
8861,Domino's Pizza,Philadelphia,"Tea, Cafe, Pizza, Seafood",84,2.6
8862,Floating Cakes,Santa Maria,"Desserts, Pizza, French, Mexican, Fast Food, Cafe",79,2.8
8863,Food Brigade,Seattle,"Chinese, Pizza, BBQ, Fast Food",90,3.2
8864,Frequent Bakes,Detroit,"Cafe, Pizza, BBQ, Desserts",50,2.5
8865,GreeNox,Kalamazoo,"Seafood, Indian, Desserts, Italian",54,3.4
8866,GVP Creations,Harlingen,"Chinese, Mexican, Desserts, Seafood",83,3.1
8867,Health Buzzz,Laredo,"Desserts, Cafe, Fast Food, Chinese, Indian, Seafood",99,3.2
8868,Hot & Spicy,Petersburg,"Cafe, Pizza, Fast Food",12,2.9
8869,Malabar Junction,Gulfport,"Chinese, Pizza, Cafe, Seafood",23,3.3
8870,Masters Caterer,International Falls,"Bakery, Pizza, American, Desserts",50,2.9
8871,Meeting Point Corner,Indianapolis,"French, Bakery, Desserts",30,2.8
8872,Mithaas Sweets,Lewiston,"French, Bakery, Cafe, Seafood",54,2.7
8873,Mom's Canteen,Valparaiso,"Tea, Chinese, Bakery, BBQ",82,3.0
8874,MS Foods,Dallas,"Cafe, Pizza, Italian",55,3.1
8875,Oh Buoy,Bozeman,"Cafe, Seafood",79,3.3
8876,Old Tehrii Cafe & Lounge,Aberdeen,"Cafe, Indian, Fast Food",31,3.1
8877,Pichli Gali,Pocatello,"Cafe, Mexican, Desserts, Fast Food",29,3.0
8878,Pizza Hut,Mosinee,"Tea, French, Bakery, BBQ, Fast Food",51,3.1
8879,Rasoi99,Bend,"Mexican, Desserts, Fast Food",16,3.2
8880,Republic of Chicken,Tulsa,"Cafe, Mediterranean, Seafood",22,3.1
8881,Republic's @ Dhaba,Montgomery,"Desserts, Tea, French, Fast Food, Seafood",58,2.9
8882,Rolling Beans,State College,"French, Chinese, Desserts, Fast Food",11,2.8
8883,Rollmaal,Hagerstown,"Tea, Cafe, Mexican, Bakery",26,3.4
8884,Subway,Laramie,"Chinese, French, Pizza, Desserts",82,2.5
8885,Swad,San Juan,"Tea, French, Pizza, Seafood",34,2.8
8886,The Chaiwalas,Mosinee,"Tea, Indian, Desserts",12,2.9
8887,The Hunger Cure,Hyannis,"Chinese, Bakery, Cafe, Fast Food",30,3.0
8888,World Bites,Fort Dodge,"Desserts, Tea, French, BBQ, Indian",11,3.4
8889,BunkYard Cafe,Roswell,"Fast Food, Mexican, BBQ, Seafood",30,3.5
8890,Chaayos,Tampa,"Cafe, Mediterranean, Desserts, Fast Food",66,3.5
8891,RollsKing,Hagerstown,"French, Pizza, BBQ",29,3.8
8892,Sandwich King,Rochester,"Pizza, Italian, Bakery, BBQ, Seafood",46,3.5
8893,Speedy Chow,Missoula,"Fast Food, Desserts, Italian",16,3.6
8894,Aggarwal Bikaneri Sweets & Restaurant,Boise,"Tea, Pizza, BBQ, American, Mediterranean",12,0.0
8895,Al-Aayat Mughlai Biryani,Panama City,"BBQ, Fast Food",45,0.0
8896,Baba Chinese Fast Food,Boise,"French, Bakery, American, Fast Food",23,0.0
8897,Cafe Coffee Day,Salina,"Tea, Cafe, Pizza, Desserts",73,0.0
8898,Cafe Rap,Rapid City,"Desserts, Tea, Bakery, BBQ, Chinese",56,0.0
8899,Chinese Fast Food Corner,Decatur,"Cafe, BBQ, Fast Food",24,0.0
8900,Chinese Food Corner,Knoxville,"Indian, Desserts, Fast Food",30,0.0
8901,Chinese Hot,Cedar Rapids,"Pizza, Mexican, BBQ, Fast Food, American",50,0.0
8902,Dial a Cake,Charlotte,"Tea, French, Indian, Seafood",25,0.0
8903,Doon Dhaba,Omaha,"Tea, French, BBQ, Fast Food",23,0.0
8904,Food Weavers,Dallas,"Tea, Bakery, BBQ, Fast Food, Mediterranean",71,0.0
8905,Green Chick Chop,Gustavus,"Desserts, Tea, French, Bakery, Fast Food",81,0.0
8906,Hookie Dookie,San Juan,"Cafe, Fast Food",54,0.0
8907,Hotel Green View Palace,Del Rio,"Pizza, Bakery, Cafe, American, Seafood",30,0.0
8908,Hurry Curry Express,Houston,"Fast Food, Seafood",78,0.0
8909,Kesarwa Bakez,Sarasota,"Tea, BBQ, Cafe, Mediterranean, Seafood",43,0.0
8910,Let's Noodle,Brunswick,"Tea, Bakery",49,0.0
8911,New Dragon Chinese Fast Food  & Paranthey Wala,Rapid City,"Cafe, Mediterranean, Desserts",51,0.0
8912,New Shahi Chinese Fast Food,Wichita,"Tea, Pizza, American",34,0.0
8913,Night Food Delivery,Butte,"French, Bakery, Desserts",70,0.0
8914,Rajwana Foods,Reno,"Pizza, French, Bakery, Fast Food, Chinese",37,0.0
8915,Shama Chicken Corner,Kodiak,"Tea, Mexican, BBQ, American, Seafood",12,0.0
8916,Shiva Shudh Shakahari Bhojnalaya,Bellingham,"Cafe, Bakery, Italian",87,0.0
8917,Shri Balaji Shudh Vaishno Dhaba,Lewisburg,"Tea, Cafe",59,0.0
8918,Southern Santushti Cafe,Cleveland,"Seafood, Pizza, BBQ, Fast Food",20,0.0
8919,Tiffin Man House,Omaha,"Tea, Pizza, Italian, Bakery, Seafood",68,0.0
8920,WOW Zaika,Adak Island,"Tea, Cafe, Mexican, Fast Food",26,0.0
8921,Grand Eatery,Newburgh,"Tea, Desserts, Fast Food",56,2.4
8922,Nathu's Sweets,Moline,"Desserts, Tea, Pizza, Italian, Fast Food, Chinese",40,2.4
8923,Subway,Chicago,"Pizza, Indian, Desserts, Seafood",10,2.4
8924,Chick Chicken Barbeque,Key West,"Desserts, Pizza, Italian, BBQ, Seafood",11,2.6
8925,Tiwari Hot Pot,Fort Smith,"Desserts, Tea, Pizza, Bakery, Mediterranean",87,2.6
8926,Chaiwaalas,Saipan,"Desserts, Pizza, Mexican, BBQ, Fast Food",26,0.0
8927,Delhi Mughlai Biryani,International Falls,"Mexican, BBQ, Fast Food, Cafe, Mediterranean",14,0.0
8928,Dumpty's,Brownsville,"Desserts, Tea, French, Mexican, Cafe",24,0.0
8929,Food Passengers,Roswell,"Indian, Desserts, Fast Food",87,0.0
8930,Hungry Buddies,Grand Forks,"Tea, Seafood, Fast Food",65,0.0
8931,Maa Durga Food Corner,Mason City,"Tea, Mexican, Fast Food",76,0.0
8932,Subhoj,Rock Springs,"Bakery, BBQ, Desserts, Seafood",36,0.0
8933,The Square Meal,Kodiak,"Pizza, Desserts",12,0.0
8934,Twenty Four Seven,Harrisburg,"Fast Food, Bakery, Pizza, Seafood",36,0.0
8935,Yeoh,Durango,"Tea, Mexican, BBQ",11,0.0
8936,South King Restaurant,San Luis Obispo,"Cafe, Bakery, Desserts",79,2.8
8937,Twomato Foods,Belleville,"Desserts, Tea, Italian, Fast Food, Mediterranean, Seafood",50,3.2
8938,Lazeez Foods,Rock Springs,"Bakery, Desserts",56,0.0
8939,Spicy Punjabi Tadka,Fort Dodge,"French, Bakery, Cafe, Fast Food",74,0.0
8940,SPL Foods Plaza,Minot,"Tea, Bakery, Pizza, American",35,0.0
8941,Super Cake Shop,Lansing,"Desserts, Tea, Pizza, Mexican, Fast Food, Mediterranean",100,0.0
8942,Bats On Delivery,Boston,"Cafe, Indian, BBQ, Seafood",95,2.7
8943,Legacy of Awadh,Dillingham,"Tea, Cafe, BBQ, Mediterranean",91,3.3
8944,Sweetcake.in,Provo,"Cafe, Chinese, Seafood, Italian",100,0.0
8945,Hurry Curry,Jackson,"Tea, Pizza, Indian",48,3.1
8946,Thaaliwaalaa.com,La Crosse,"Tea, Pizza, Mexican, BBQ, American",46,2.9
8947, Let's Burrrp,Aguadilla,"Fast Food, Desserts, Italian",18,0.0
8948,Annapurna Caterings,Grand Rapids,"Cafe, Pizza, Bakery, Seafood",31,0.0
8949,Beyond Food,Fayetteville,"Desserts, BBQ, Fast Food, Mediterranean, Seafood",26,0.0
8950,Brown Town,Tampa,"Tea, Bakery, Pizza, Italian",23,0.0
8951,Royal Spice,Kansas City,"Tea, Cafe, Pizza",22,0.0
8952,Bikaner's,Grand Rapids,"Desserts, Pizza, BBQ",53,2.9
8953,Chilli Zone,Long Beach,"Tea, Fast Food",67,3.4
8954,Cold Rock Cafe,Fort Wayne,"Pizza, Mexican, Bakery, Fast Food, American",83,3.3
8955,Cup and Cones,Gunnison,"Tea, Bakery, BBQ, Seafood",51,3.1
8956,Desi Spice,Detroit,"Tea, Pizza, American, Desserts",16,3.0
8957,Food Destination,El Paso,"Chinese, American, Cafe, Fast Food",50,3.0
8958,Gangaur Sweets,Little Rock,"French, Cafe, Desserts, Fast Food",69,2.7
8959,Handi,Lubbock,"Desserts, Tea, Pizza, French, Cafe",10,2.9
8960,Hungry Inn,Manhattan,"Tea, BBQ, Fast Food, American, Mediterranean, Seafood",77,3.0
8961,Keventers,Harlingen,"Tea, Bakery, BBQ, Chinese, Mediterranean",37,2.9
8962,La-Cuisine,Ontario,"Cafe, Desserts, Seafood",100,2.9
8963,Melting Flavours,Fort Wayne,"Bakery, Desserts",86,3.4
8964,Mighty Mughlai,Portland,"Tea, Pizza, Mexican, Cafe, Mediterranean, Seafood",12,3.2
8965,Mithaas,Panama City,"Desserts, Tea, French, Bakery, Fast Food",68,2.9
8966,Mood 4 Food,Tucson,"Pizza, Bakery, Desserts, Fast Food",20,3.1
8967,Northern Bytes,Yuma,"Tea, Pizza, French, Cafe, Indian, Seafood",85,3.1
8968,Shahenshah,Omaha,"Desserts, Pizza, French, Fast Food, Cafe",45,3.0
8969,Sugar Daddy Bakers,Amarillo,"Tea, Cafe, Mexican, Desserts",14,2.7
8970,Swag Sadda Desi,Brainerd,"Tea, Pizza, French, Bakery, BBQ",15,3.1
8971,The Chinese Hut,Aguadilla,"Tea, Chinese, Bakery",69,2.9
8972,Wild Chef House,Concord,"Bakery, Pizza, American, Italian",37,3.1
8973,Grub Patio,International Falls,"Mexican, Bakery, Desserts",70,3.7
8974,The Grill @ 76,Dallas,"BBQ, Fast Food",51,3.5
8975,Zooby's Kitchen,Boise,"Bakery, BBQ",44,3.5
8976,4U,Wrangell,"Chinese, Bakery, Pizza, Seafood",72,0.0
8977,Aadhya Bakery & Foods,Sault Ste. Marie,"Cafe, Pizza, Bakery, Chinese, American",31,0.0
8978,Bake Walkers,Ogden,"Pizza, Italian, BBQ, Fast Food, Indian, Seafood",93,0.0
8979,Bean Machine & Co.,Victoria,"Pizza, BBQ, Italian",63,0.0
8980,Big B Pastry Shop,Grand Junction,"Tea, French, Fast Food, Cafe, Seafood",48,0.0
8981,Breadman Cake Shop,Lexington,"Tea, Cafe, Fast Food",96,0.0
8982,Breaky2Dinner,Montgomery,"Tea, Chinese, Desserts, Seafood",44,0.0
8983,Brijwasi Sweets,Portland,"Cafe, Bakery, Seafood, Fast Food",17,0.0
8984,Cafe Hot Pot,Adak Island,"Tea, Bakery",57,0.0
8985,Chef's Curry,Asheville,"Desserts, Tea, Italian, Fast Food, Cafe",56,0.0
8986,Dilli Bakery,Kona,"Pizza, Bakery, BBQ, Mediterranean, Seafood",41,0.0
8987,Domino's Pizza,Laramie,"Pizza, Italian, BBQ, Fast Food, Cafe",11,0.0
8988,Dove And Mouse,Austin,"Pizza, French, BBQ, Cafe, Seafood",19,0.0
8989,Food Cabana,Del Rio,"Mexican, Pizza, Fast Food",87,0.0
8990,Frozen Grillz,Huntsville,"Cafe, Fast Food, Chinese, American, Seafood",100,0.0
8991,Ganesh Chinese Food Corner,Kodiak,"French, Bakery, Seafood, Italian",78,0.0
8992,Green Chick Chop,Beaumont,"Tea, Cafe, Seafood",71,0.0
8993,Handi Mitran Di,Punta Gorda,"Tea, Mediterranean, Desserts, Fast Food",35,0.0
8994,Hunger Tales,Albuquerque,"Bakery, Indian, Mediterranean, Desserts",99,0.0
8995,Hydrabad Biryani Express,Sun Valley,"Tea, Pizza, Indian, Desserts",45,0.0
8996,Ice Stone Cafe,Raleigh,"Tea, Cafe, Seafood",79,0.0
8997,Kake Da Dhaba,Oakland,"Tea, Pizza, Mexican, Indian, Seafood",16,0.0
8998,Lucknow Wale Kwality Kabab,Amarillo,"Tea, Chinese, Pizza, American",20,0.0
8999,Mairu's,Fresno,"Chinese, Mexican, BBQ, Desserts",73,0.0
9000,Meatwale.com,Dubuque,"Tea, Pizza, Italian, Fast Food, Mediterranean",53,0.0
9001,Mr. Biryani Walia,Shreveport,"Tea, Mexican, Pizza, Italian",47,0.0
9002,N E Great Foods,Austin,"Chinese, Seafood, Desserts, Fast Food",25,0.0
9003,New Punjabi Tadka,Laramie,"Chinese, Pizza, Bakery, Cafe",70,0.0
9004,Royal King,Bloomington,"Bakery, Seafood",75,0.0
9005,The Dhaba,Lewiston,"Desserts, Tea, Indian, BBQ, American, Seafood",57,0.0
9006,Tikka Express meets Chennai Express,Rochester,"Bakery, American, Fast Food",52,0.0
9007,Vyanjan,Roanoke,"Tea, Pizza, Mexican, American, Seafood",100,0.0
9008,Yolkers,Bishop,"Chinese, Pizza, Seafood",26,0.0
9009,Zaika Kathi Rolls,Lewiston,"Desserts, Tea, Pizza, American, Seafood",45,0.0
9010,Zaika of Dilli 6,Stockton,"Desserts, Pizza, Fast Food, Indian, Seafood",70,0.0
9011,Bikaner's,Hancock,"Tea, Cafe, Bakery, Fast Food",11,2.4
9012,Chawla's 2,Lansing,"Cafe, Pizza, Bakery, Chinese, Seafood",78,2.1
9013,Ginnis Oven,Moab,"Pizza, Bakery, Fast Food, Cafe, American",87,3.2
9014,Cream Bell,Idaho Falls,"Cafe, Bakery, Italian",77,0.0
9015,Whomely,Chicago,"Desserts, Tea, Fast Food, Chinese, Mediterranean, Seafood",28,3.2
9016,Breaktym,Denver,"Tea, Mexican, Pizza",59,3.2
9017,Chinese Chilli Seasonal,Minot,"Fast Food, Chinese, Bakery, Seafood",23,2.9
9018,Gopala,State College,"Tea, Mexican, Bakery",32,3.4
9019,Hungry's Hut,Escanaba,"Chinese, Pizza, Cafe, Desserts",82,3.1
9020,Kebabplus,Minot,"Tea, Chinese, BBQ",84,3.1
9021,Oh Buoy - Flying Fox,Lake Charles,"Tea, Mexican, BBQ, Fast Food, Mediterranean, Seafood",71,3.0
9022,Punjabi Pakwaan,Hyannis,"Tea, Cafe, Mexican",32,3.1
9023,The Dessert Table Company,Paducah,"Desserts, Tea, Cafe, Chinese, American",45,3.1
9024,The Roll Van,Lewisburg,"Cafe, Seafood",35,3.0
9025,Kitchen Mantra,Akron,"Desserts, Seafood",15,3.6
9026,Wabi Sabi,Victoria,"Tea, Pizza, Indian",64,3.6
9027,Baskin Robbins,Beaumont,"BBQ, Cafe, Bakery, Desserts",82,0.0
9028,Choicest Cakes,Sarasota,"Pizza, Italian, BBQ, Chinese, Seafood",34,0.0
9029,Midnight Foodies,Jackson,"Seafood, Mexican, Bakery, Fast Food",61,0.0
9030,Om Sweets Caterers & Bakery,Tallahassee,"Chinese, Pizza, Bakery, Cafe",13,0.0
9031,Spicy Affair,Reno,"Tea, Seafood, Fast Food, Italian",50,0.0
9032,The Bakery Mart,Bemidji,"Desserts, Tea, Pizza, Mexican, Fast Food",81,0.0
9033,Southern Flavours,Akron,"Desserts, Tea, Pizza, American, Seafood",48,2.4
9034,Cakebak,Redding,"Cafe, Pizza, Bakery, BBQ, Chinese, American",89,3.1
9035,Fire n Ice,Appleton,"Mexican, BBQ, Fast Food",22,0.0
9036,Adarsh Kulfi,Reno,"Tea, Cafe, Mediterranean",21,3.0
9037,Andaaz E Paranthas,Fayetteville,"Tea, Cafe, Pizza, Seafood",18,3.2
9038,Hot Fries,Lexington,"Desserts, Tea, French, BBQ, Cafe",100,3.0
9039,Pizza Hut,Mission,"Tea, French, BBQ, Mediterranean",21,3.4
9040,Rasoi E Punjab,Scottsbluff,"Pizza, Bakery, BBQ, Fast Food, American",85,2.6
9041,Subway,Sioux City,"Tea, Cafe, BBQ, Fast Food",24,3.4
9042,Haldiram's,Roswell,"BBQ, Mexican, Pizza, Desserts",93,3.6
9043,Legends Barbeques,Charlotte,"Desserts, Tea, Mexican, Cafe, Seafood",88,3.9
9044,6 Packs Momos,Bloomington,"French, BBQ, Desserts, Seafood",37,0.0
9045,Balti,Fairbanks,"Cafe, American, BBQ, Fast Food",16,0.0
9046,Baskin Robbins,Newark,"Italian, Bakery, BBQ, Fast Food, Seafood",77,0.0
9047,KBC宊,Rhinelander,"Desserts, American, BBQ",22,0.0
9048,Nukkad Bites,State College,"Pizza, Mexican, Bakery, Cafe, Seafood",62,0.0
9049,Pan Asian Noodles,El Paso,"Bakery, Indian, Seafood",94,0.0
9050,Chicane,Montgomery,"Tea, Cafe, Indian, Fast Food",57,2.2
9051,US Pizza,Buffalo,"Chinese, Pizza, Bakery, Seafood",100,2.2
9052,Angeethi Se,Everett,"Tea, French, BBQ",92,3.2
9053,Barista,Kahului,"Cafe, Bakery, Fast Food, Chinese, Seafood",15,2.5
9054,BK's The Juice Bar,Albany,"French, Pizza, Seafood, Italian",91,3.0
9055,Eden Kitchen & Bar,Panama City,"Desserts, Seafood",44,3.1
9056,Moti Mahal Delux Tandoori Trail,Paducah,"Cafe, Chinese, Mediterranean, Seafood",75,2.5
9057,New Woks,Dillingham,"Tea, Mexican, Indian, Desserts",86,2.5
9058,Otik Hotshop,Abilene,"Desserts, Tea, BBQ, Fast Food, Indian",82,3.1
9059,Pizza Hut,Toledo,"Cafe, Bakery, Indian, Pizza",80,3.3
9060,Punjabi Dhaba 61,Sitka,"American, BBQ, Seafood",41,2.6
9061,Punjabi Pakwaan,San Angelo,"Cafe, Bakery, BBQ, Fast Food",23,3.0
9062,Spice of India,Montgomery,"Tea, Chinese, Seafood, Italian",20,2.6
9063,Swaad,South Bend,"Tea, American, Seafood",10,2.7
9064,Yumm Biryani,Ogdensburg,"Tea, Mexican, BBQ, American, Seafood",85,3.2
9065,Otik Cake Shop,Montgomery,"Cafe, BBQ, Fast Food",33,3.5
9066,Adarsh Kulfi,Concord,"Seafood, BBQ, Desserts, Italian",97,0.0
9067,Pizza Junction,Key West,"Tea, French, BBQ, Cafe, Indian",18,0.0
9068,Domino's Pizza,Louisville,"Desserts, Tea, Bakery, Mediterranean, Seafood",100,2.4
9069,Sagar Ratna,Greer,"Tea, Cafe",48,2.3
9070,Subway,Houston,"Tea, Bakery, Desserts, Seafood",51,2.3
9071,Barista,Kona,"French, Cafe, Desserts, Fast Food",86,3.3
9072,Bikano Chat Cafe,Providence,"Desserts, Mexican, BBQ, Cafe, American, Seafood",43,3.0
9073,Cafe Coffee Day,Burbank,"Tea, Pizza, BBQ, Italian",34,2.7
9074,Cafe Coffee Day,Bishop,"Pizza, Bakery, BBQ, Fast Food, Indian",57,2.7
9075,Chaayos,Vernal,"Tea, Bakery, Mediterranean, Desserts",46,3.4
9076,Chopaal Marwari,Jamestown,"Tea, Mexican, Bakery, Cafe, American",69,2.8
9077,Dolce Gelato,Johnstown,"Bakery, Pizza, Indian, Seafood",65,3.0
9078,Domino's Pizza,Lubbock,"Mexican, Bakery, BBQ, Fast Food",33,3.2
9079,Gelato Vinto,Abilene,"Seafood, Mexican, Indian, Fast Food",12,3.1
9080,Kebab Xpress,Atlantic City,"Desserts, Tea, Pizza, Bakery, American, Mediterranean",92,3.2
9081,McDonald's,Sarasota,"Bakery, Pizza, BBQ",97,3.4
9082,Pind Balluchi,Honolulu,"Cafe, Pizza, BBQ",92,3.3
9083,Ristorante Prego,Newport News,"Pizza, Italian, Cafe, Indian, Seafood",72,3.1
9084,The Coffee Bean & Tea Leaf,Billings,"Mexican, BBQ, Mediterranean, Fast Food",34,2.6
9085,Turquoise Turkish Ice-cream,Detroit,"Fast Food, Tea, Desserts, Italian",79,3.4
9086,Yo! China,Wenatchee,"Pizza, Mediterranean, Fast Food",77,2.6
9087,Baskin Robbins,Adak Island,"Cafe, BBQ, Seafood",87,3.5
9088,Burger King,Charlotte,"Cafe, Pizza, Indian, Desserts",15,3.5
9089,Costa Coffee,White Plains,"Cafe, Pizza, American, Italian",43,3.5
9090,Crazy Noodles,North Platte,"Tea, Pizza, French, Indian, Seafood",57,3.6
9091,Jack Po!tato's,Binghamton,"Desserts, Pizza, French, Bakery, Seafood",31,3.5
9092,Mandarin Trail,St. Louis,"Cafe, Pizza, BBQ",43,3.7
9093,Nazeer Foods,Boise,"Tea, BBQ, Mediterranean",53,3.6
9094,Pizza Hut,Albany,"Desserts, Tea, Mexican, BBQ, Seafood",97,3.7
9095,Shree Rathnam,Newport News,"Tea, Bakery, BBQ, American, Seafood",12,3.5
