origin,destination,cost,duration,distance
Albany,Charlotte,,,
Albany,Raleigh,,,
Albany,Asheville,,,
Albany,Fayetteville,,,
Greensboro,Albany,,,
Wilmington,Albany,,,
New Bern,Albany,,,
Charlotte,Albany,,,
Raleigh,Albany,,,
Asheville,Albany,,,
Fayetteville,Albany,,,
Myrtle Beach,Abilene,,19 hours 25 mins,"2,135 km"
Myrtle Beach,Amarillo,,21 hours 32 mins,"2,377 km"
Myrtle Beach,Harlingen,,21 hours 44 mins,"2,378 km"
Myrtle Beach,Lubbock,,21 hours 48 mins,"2,400 km"
Myrtle Beach,College Station,,18 hours 0 mins,"1,908 km"
Myrtle Beach,Corpus Christi,,19 hours 58 mins,"2,183 km"
Myrtle Beach,Wichita Falls,,18 hours 49 mins,"2,069 km"
Myrtle Beach,Waco,,17 hours 51 mins,"1,917 km"
Myrtle Beach,San Angelo,,20 hours 39 mins,"2,259 km"
Myrtle Beach,Houston,,16 hours 52 mins,"1,850 km"
Myrtle Beach,San Antonio,,19 hours 44 mins,"2,164 km"
Myrtle Beach,Del Rio,,22 hours 7 mins,"2,411 km"
Myrtle Beach,Mission,,,
Myrtle Beach,Beaumont,,,
Myrtle Beach,Longview,,15 hours 7 mins,"1,646 km"
Myrtle Beach,Midland,,21 hours 33 mins,"2,376 km"
Myrtle Beach,El Paso,,1 day 2 hours,"2,861 km"
Myrtle Beach,Brownsville,,22 hours 6 mins,"2,417 km"
Myrtle Beach,Austin,,19 hours 18 mins,"2,083 km"
Myrtle Beach,Dallas,,16 hours 48 mins,"1,842 km"
Myrtle Beach,Killeen,,18 hours 40 mins,"2,013 km"
Myrtle Beach,Laredo,,21 hours 51 mins,"2,356 km"
Myrtle Beach,Texarkana,,15 hours 9 mins,"1,657 km"
Abilene,Myrtle Beach,,19 hours 22 mins,"2,130 km"
Amarillo,Myrtle Beach,,21 hours 29 mins,"2,362 km"
Harlingen,Myrtle Beach,,21 hours 37 mins,"2,376 km"
Lubbock,Myrtle Beach,,21 hours 41 mins,"2,396 km"
College Station,Myrtle Beach,,17 hours 54 mins,"1,907 km"
Corpus Christi,Myrtle Beach,,19 hours 59 mins,"2,187 km"
Wichita Falls,Myrtle Beach,,18 hours 51 mins,"2,060 km"
Waco,Myrtle Beach,,17 hours 48 mins,"1,916 km"
San Angelo,Myrtle Beach,,20 hours 34 mins,"2,255 km"
Houston,Myrtle Beach,,16 hours 49 mins,"1,849 km"
San Antonio,Myrtle Beach,,19 hours 42 mins,"2,163 km"
Del Rio,Myrtle Beach,,22 hours 8 mins,"2,410 km"
Mission,Myrtle Beach,,,
Beaumont,Myrtle Beach,,,
Longview,Myrtle Beach,,15 hours 4 mins,"1,641 km"
Midland,Myrtle Beach,,21 hours 28 mins,"2,370 km"
El Paso,Myrtle Beach,,1 day 2 hours,"2,860 km"
Brownsville,Myrtle Beach,,22 hours 1 min,"2,416 km"
Austin,Myrtle Beach,,19 hours 14 mins,"2,078 km"
Dallas,Myrtle Beach,,16 hours 48 mins,"1,839 km"
Killeen,Myrtle Beach,,18 hours 39 mins,"2,012 km"
Laredo,Myrtle Beach,,21 hours 45 mins,"2,354 km"
Texarkana,Myrtle Beach,,15 hours 9 mins,"1,658 km"
Phoenix,Nashville,,23 hours 49 mins,"2,633 km"
Nashville,Phoenix,,23 hours 51 mins,"2,632 km"
Missoula,Dallas,,1 day 0 hours,"2,689 km"
Dallas,Missoula,,1 day 0 hours,"2,721 km"
St. Louis,Oklahoma City,,7 hours 17 mins,802 km
Oklahoma City,St. Louis,,7 hours 19 mins,803 km
Tallahassee,Greensboro,,9 hours 0 mins,860 km
Tallahassee,Wilmington,,8 hours 42 mins,967 km
Tallahassee,New Bern,,9 hours 57 mins,"1,101 km"
Tallahassee,Charlotte,,7 hours 44 mins,714 km
Tallahassee,Raleigh,,8 hours 53 mins,994 km
Tallahassee,Asheville,,7 hours 35 mins,731 km
Tallahassee,Fayetteville,,7 hours 59 mins,898 km
Greensboro,Tallahassee,,8 hours 59 mins,860 km
Wilmington,Tallahassee,,8 hours 42 mins,962 km
New Bern,Tallahassee,,9 hours 57 mins,"1,096 km"
Charlotte,Tallahassee,,7 hours 41 mins,714 km
Raleigh,Tallahassee,,8 hours 54 mins,991 km
Asheville,Tallahassee,,7 hours 36 mins,732 km
Fayetteville,Tallahassee,,7 hours 59 mins,892 km
Lihue,Los Angeles,,,
Los Angeles,Lihue,,,
Phoenix,Kahului,,,
Kahului,Phoenix,,,
Rockford,Sarasota,,18 hours 54 mins,"2,106 km"
Rockford,Fort Myers,,19 hours 52 mins,"2,211 km"
Rockford,Gainesville,,16 hours 30 mins,"1,822 km"
Rockford,Orlando,,17 hours 55 mins,"1,994 km"
Rockford,Daytona Beach,,17 hours 59 mins,"1,994 km"
Rockford,Jacksonville,,16 hours 36 mins,"1,844 km"
Rockford,Tampa,,18 hours 7 mins,"2,022 km"
Rockford,Panama City,,15 hours 22 mins,"1,628 km"
Rockford,Key West,,1 day 0 hours,"2,608 km"
Rockford,West Palm Beach,,20 hours 8 mins,"2,249 km"
Rockford,Miami,,21 hours 6 mins,"2,354 km"
Rockford,Tallahassee,,15 hours 39 mins,"1,683 km"
Rockford,Punta Gorda,,19 hours 26 mins,"2,176 km"
Rockford,Fort Lauderdale,,20 hours 45 mins,"2,317 km"
Rockford,Pensacola,,14 hours 34 mins,"1,606 km"
Sarasota,Rockford,,18 hours 58 mins,"2,114 km"
Fort Myers,Rockford,,19 hours 55 mins,"2,220 km"
Gainesville,Rockford,,16 hours 34 mins,"1,828 km"
Orlando,Rockford,,17 hours 56 mins,"2,000 km"
Daytona Beach,Rockford,,18 hours 2 mins,"1,991 km"
Jacksonville,Rockford,,16 hours 42 mins,"1,852 km"
Tampa,Rockford,,18 hours 10 mins,"2,029 km"
Panama City,Rockford,,15 hours 28 mins,"1,630 km"
Key West,Rockford,,1 day 0 hours,"2,615 km"
West Palm Beach,Rockford,,20 hours 11 mins,"2,258 km"
Miami,Rockford,,21 hours 8 mins,"2,363 km"
Tallahassee,Rockford,,15 hours 45 mins,"1,685 km"
Punta Gorda,Rockford,,19 hours 30 mins,"2,183 km"
Fort Lauderdale,Rockford,,20 hours 49 mins,"2,326 km"
Pensacola,Rockford,,14 hours 35 mins,"1,610 km"
Redding,San Diego,,10 hours 6 mins,"1,069 km"
Redding,Sacramento,,2 hours 28 mins,260 km
Redding,Fresno,,5 hours 4 mins,533 km
Redding,San Luis Obispo,,6 hours 26 mins,691 km
Redding,Oakland,,3 hours 11 mins,339 km
Redding,Santa Barbara,,8 hours 0 mins,842 km
Redding,Stockton,,3 hours 10 mins,336 km
Redding,Santa Rosa,,3 hours 33 mins,312 km
Redding,Bakersfield,,6 hours 40 mins,705 km
Redding,Santa Ana,,8 hours 50 mins,928 km
Redding,Santa Maria,,6 hours 56 mins,741 km
Redding,San Jose,,3 hours 49 mins,402 km
Redding,Burbank,,8 hours 0 mins,861 km
Redding,Arcata,,2 hours 49 mins,225 km
Redding,Butte,,1 hour 44 mins,157 km
Redding,Palm Springs,,9 hours 45 mins,"1,046 km"
Redding,Los Angeles,,8 hours 14 mins,877 km
Redding,Long Beach,,8 hours 33 mins,913 km
Redding,San Francisco,,3 hours 20 mins,349 km
Redding,Monterey,,4 hours 51 mins,509 km
San Diego,Redding,,10 hours 10 mins,"1,070 km"
Sacramento,Redding,,2 hours 28 mins,261 km
Fresno,Redding,,5 hours 4 mins,538 km
San Luis Obispo,Redding,,6 hours 22 mins,690 km
Oakland,Redding,,3 hours 11 mins,340 km
Santa Barbara,Redding,,7 hours 56 mins,843 km
Stockton,Redding,,3 hours 10 mins,338 km
Santa Rosa,Redding,,3 hours 32 mins,313 km
Bakersfield,Redding,,6 hours 40 mins,711 km
Santa Ana,Redding,,8 hours 53 mins,928 km
Santa Maria,Redding,,6 hours 52 mins,742 km
San Jose,Redding,,3 hours 46 mins,401 km
Burbank,Redding,,8 hours 2 mins,861 km
Arcata,Redding,,2 hours 46 mins,223 km
Butte,Redding,,1 hour 43 mins,151 km
Palm Springs,Redding,,9 hours 49 mins,"1,047 km"
Los Angeles,Redding,,8 hours 15 mins,877 km
Long Beach,Redding,,8 hours 38 mins,914 km
San Francisco,Redding,,3 hours 18 mins,350 km
Monterey,Redding,,4 hours 47 mins,508 km
Evansville,Greensboro,,9 hours 10 mins,987 km
Evansville,Wilmington,,11 hours 46 mins,"1,227 km"
Evansville,New Bern,,12 hours 4 mins,"1,292 km"
Evansville,Charlotte,,8 hours 35 mins,898 km
Evansville,Raleigh,,10 hours 20 mins,"1,107 km"
Evansville,Asheville,,6 hours 41 mins,713 km
Evansville,Fayetteville,,10 hours 41 mins,"1,132 km"
Greensboro,Evansville,,9 hours 10 mins,987 km
Wilmington,Evansville,,11 hours 47 mins,"1,229 km"
New Bern,Evansville,,12 hours 3 mins,"1,292 km"
Charlotte,Evansville,,8 hours 35 mins,897 km
Raleigh,Evansville,,10 hours 18 mins,"1,107 km"
Asheville,Evansville,,6 hours 41 mins,714 km
Fayetteville,Evansville,,10 hours 41 mins,"1,133 km"
Raleigh,Tampa,,9 hours 34 mins,"1,048 km"
Tampa,Raleigh,,9 hours 31 mins,"1,046 km"
Hartford,Nashville,,15 hours 4 mins,"1,620 km"
Hartford,Bristol,,,
Hartford,Knoxville,,12 hours 27 mins,"1,333 km"
Hartford,Chattanooga,,14 hours 3 mins,"1,510 km"
Hartford,Memphis,,18 hours 6 mins,"1,959 km"
Nashville,Hartford,,15 hours 5 mins,"1,622 km"
Bristol,Hartford,,,
Knoxville,Hartford,,12 hours 27 mins,"1,334 km"
Chattanooga,Hartford,,14 hours 4 mins,"1,513 km"
Memphis,Hartford,,18 hours 7 mins,"1,960 km"
Santa Ana,Alamosa,,14 hours 40 mins,"1,483 km"
Santa Ana,Grand Junction,,11 hours 15 mins,"1,244 km"
Santa Ana,Durango,,11 hours 55 mins,"1,245 km"
Santa Ana,Colorado Springs,,15 hours 47 mins,"1,739 km"
Santa Ana,Gunnison,,13 hours 36 mins,"1,441 km"
Santa Ana,Denver,,14 hours 53 mins,"1,632 km"
Alamosa,Santa Ana,,14 hours 43 mins,"1,486 km"
Grand Junction,Santa Ana,,11 hours 19 mins,"1,248 km"
Durango,Santa Ana,,11 hours 56 mins,"1,248 km"
Colorado Springs,Santa Ana,,15 hours 52 mins,"1,744 km"
Gunnison,Santa Ana,,13 hours 34 mins,"1,445 km"
Denver,Santa Ana,,14 hours 58 mins,"1,636 km"
Chicago,El Paso,,21 hours 52 mins,"2,393 km"
El Paso,Chicago,,21 hours 50 mins,"2,390 km"
Los Angeles,Alamosa,,14 hours 39 mins,"1,487 km"
Los Angeles,Grand Junction,,11 hours 14 mins,"1,247 km"
Los Angeles,Durango,,11 hours 54 mins,"1,248 km"
Los Angeles,Colorado Springs,,15 hours 46 mins,"1,742 km"
Los Angeles,Gunnison,,13 hours 35 mins,"1,444 km"
Los Angeles,Denver,,14 hours 52 mins,"1,635 km"
Alamosa,Los Angeles,,14 hours 42 mins,"1,487 km"
Grand Junction,Los Angeles,,11 hours 19 mins,"1,248 km"
Durango,Los Angeles,,11 hours 55 mins,"1,249 km"
Colorado Springs,Los Angeles,,15 hours 51 mins,"1,744 km"
Gunnison,Los Angeles,,13 hours 34 mins,"1,445 km"
Denver,Los Angeles,,14 hours 58 mins,"1,636 km"
Columbus,Abilene,,17 hours 34 mins,"1,938 km"
Columbus,Amarillo,,17 hours 5 mins,"1,890 km"
Columbus,Harlingen,,22 hours 14 mins,"2,388 km"
Columbus,Lubbock,,18 hours 28 mins,"2,029 km"
Columbus,College Station,,17 hours 22 mins,"1,833 km"
Columbus,Corpus Christi,,20 hours 29 mins,"2,193 km"
Columbus,Wichita Falls,,15 hours 20 mins,"1,694 km"
Columbus,Waco,,16 hours 40 mins,"1,830 km"
Columbus,San Angelo,,18 hours 50 mins,"2,072 km"
Columbus,Houston,,17 hours 22 mins,"1,860 km"
Columbus,San Antonio,,19 hours 16 mins,"2,116 km"
Columbus,Del Rio,,21 hours 15 mins,"2,325 km"
Columbus,Mission,,,
Columbus,Beaumont,,,
Columbus,Longview,,14 hours 14 mins,"1,535 km"
Columbus,Midland,,19 hours 26 mins,"2,140 km"
Columbus,El Paso,,23 hours 40 mins,"2,588 km"
Columbus,Brownsville,,22 hours 36 mins,"2,427 km"
Columbus,Austin,,18 hours 4 mins,"1,989 km"
Columbus,Dallas,,15 hours 17 mins,"1,675 km"
Columbus,Killeen,,17 hours 28 mins,"1,924 km"
Columbus,Laredo,,21 hours 32 mins,"2,366 km"
Columbus,Texarkana,,12 hours 48 mins,"1,395 km"
Abilene,Columbus,,17 hours 33 mins,"1,938 km"
Amarillo,Columbus,,17 hours 3 mins,"1,889 km"
Harlingen,Columbus,,22 hours 8 mins,"2,386 km"
Lubbock,Columbus,,18 hours 23 mins,"2,028 km"
College Station,Columbus,,17 hours 18 mins,"1,827 km"
Corpus Christi,Columbus,,20 hours 30 mins,"2,197 km"
Wichita Falls,Columbus,,15 hours 18 mins,"1,694 km"
Waco,Columbus,,16 hours 36 mins,"1,825 km"
San Angelo,Columbus,,18 hours 48 mins,"2,072 km"
Houston,Columbus,,17 hours 20 mins,"1,858 km"
San Antonio,Columbus,,19 hours 11 mins,"2,112 km"
Del Rio,Columbus,,21 hours 11 mins,"2,325 km"
Mission,Columbus,,,
Beaumont,Columbus,,,
Longview,Columbus,,14 hours 13 mins,"1,533 km"
Midland,Columbus,,19 hours 23 mins,"2,141 km"
El Paso,Columbus,,23 hours 36 mins,"2,585 km"
Brownsville,Columbus,,22 hours 32 mins,"2,426 km"
Austin,Columbus,,18 hours 0 mins,"1,987 km"
Dallas,Columbus,,15 hours 14 mins,"1,673 km"
Killeen,Columbus,,17 hours 25 mins,"1,921 km"
Laredo,Columbus,,21 hours 29 mins,"2,364 km"
Texarkana,Columbus,,12 hours 45 mins,"1,392 km"
Houston,Sacramento,,1 day 4 hours,"3,107 km"
Sacramento,Houston,,1 day 4 hours,"3,107 km"
Kansas City,Buffalo,,14 hours 29 mins,"1,586 km"
Kansas City,Manhattan,,18 hours 18 mins,"1,925 km"
Kansas City,Niagara Falls,,14 hours 50 mins,"1,617 km"
Kansas City,Islip,,19 hours 0 mins,"2,022 km"
Kansas City,New York,,18 hours 8 mins,"1,918 km"
Kansas City,Watertown,,17 hours 29 mins,"1,915 km"
Kansas City,Newburgh,,18 hours 9 mins,"1,972 km"
Kansas City,Syracuse,,16 hours 32 mins,"1,812 km"
Kansas City,Plattsburgh,,20 hours 21 mins,"2,173 km"
Kansas City,Ogdensburg,,18 hours 27 mins,"2,008 km"
Kansas City,Ithaca,,16 hours 40 mins,"1,805 km"
Kansas City,Elmira,,16 hours 9 mins,"1,768 km"
Kansas City,White Plains,,18 hours 19 mins,"1,997 km"
Kansas City,Albany,,,
Kansas City,Binghamton,,16 hours 57 mins,"1,856 km"
Kansas City,Rochester,,15 hours 26 mins,"1,691 km"
Buffalo,Kansas City,,14 hours 28 mins,"1,585 km"
Manhattan,Kansas City,,18 hours 13 mins,"1,922 km"
Niagara Falls,Kansas City,,14 hours 50 mins,"1,615 km"
Islip,Kansas City,,18 hours 58 mins,"2,019 km"
New York,Kansas City,,18 hours 3 mins,"1,914 km"
Watertown,Kansas City,,17 hours 29 mins,"1,913 km"
Newburgh,Kansas City,,18 hours 8 mins,"1,968 km"
Syracuse,Kansas City,,16 hours 32 mins,"1,811 km"
Plattsburgh,Kansas City,,20 hours 21 mins,"2,173 km"
Ogdensburg,Kansas City,,18 hours 27 mins,"2,005 km"
Ithaca,Kansas City,,16 hours 38 mins,"1,803 km"
Elmira,Kansas City,,16 hours 8 mins,"1,767 km"
White Plains,Kansas City,,18 hours 24 mins,"1,967 km"
Albany,Kansas City,,,
Binghamton,Kansas City,,16 hours 57 mins,"1,854 km"
Rochester,Kansas City,,15 hours 27 mins,"1,689 km"
Tampa,Evansville,,12 hours 20 mins,"1,375 km"
Tampa,South Bend,,16 hours 36 mins,"1,822 km"
Tampa,Fort Wayne,,16 hours 7 mins,"1,761 km"
Tampa,Valparaiso,,,
Tampa,Indianapolis,,14 hours 19 mins,"1,593 km"
Evansville,Tampa,,12 hours 21 mins,"1,371 km"
South Bend,Tampa,,16 hours 39 mins,"1,820 km"
Fort Wayne,Tampa,,16 hours 8 mins,"1,760 km"
Valparaiso,Tampa,,,
Indianapolis,Tampa,,14 hours 22 mins,"1,591 km"
New York,San Diego,,1 day 17 hours,"4,440 km"
New York,Redding,,1 day 18 hours,"4,633 km"
New York,Sacramento,,1 day 17 hours,"4,531 km"
New York,Fresno,,1 day 19 hours,"4,667 km"
New York,San Luis Obispo,,1 day 19 hours,"4,733 km"
New York,Oakland,,1 day 18 hours,"4,661 km"
New York,Santa Barbara,,1 day 18 hours,"4,632 km"
New York,Stockton,,1 day 18 hours,"4,607 km"
New York,Santa Rosa,,1 day 19 hours,"4,686 km"
New York,Bakersfield,,1 day 17 hours,"4,514 km"
New York,Santa Ana,,1 day 17 hours,"4,489 km"
New York,Santa Maria,,1 day 19 hours,"4,665 km"
New York,San Jose,,1 day 19 hours,"4,723 km"
New York,Burbank,,1 day 17 hours,"4,499 km"
New York,Arcata,,1 day 21 hours,"4,858 km"
New York,Butte,,1 day 18 hours,"4,570 km"
New York,Palm Springs,,1 day 16 hours,"4,302 km"
New York,Los Angeles,,1 day 17 hours,"4,489 km"
New York,Long Beach,,1 day 17 hours,"4,488 km"
New York,San Francisco,,1 day 19 hours,"4,670 km"
New York,Monterey,,1 day 20 hours,"4,831 km"
San Diego,New York,,1 day 17 hours,"4,441 km"
Redding,New York,,1 day 18 hours,"4,640 km"
Sacramento,New York,,1 day 17 hours,"4,538 km"
Fresno,New York,,1 day 19 hours,"4,690 km"
San Luis Obispo,New York,,1 day 19 hours,"4,735 km"
Oakland,New York,,1 day 18 hours,"4,667 km"
Santa Barbara,New York,,1 day 18 hours,"4,632 km"
Stockton,New York,,1 day 18 hours,"4,614 km"
Santa Rosa,New York,,1 day 19 hours,"4,693 km"
Bakersfield,New York,,1 day 17 hours,"4,515 km"
Santa Ana,New York,,1 day 17 hours,"4,486 km"
Santa Maria,New York,,1 day 19 hours,"4,691 km"
San Jose,New York,,1 day 19 hours,"4,729 km"
Burbank,New York,,1 day 17 hours,"4,493 km"
Arcata,New York,,1 day 21 hours,"4,864 km"
Butte,New York,,1 day 18 hours,"4,577 km"
Palm Springs,New York,,1 day 16 hours,"4,303 km"
Los Angeles,New York,,1 day 17 hours,"4,489 km"
Long Beach,New York,,1 day 17 hours,"4,516 km"
San Francisco,New York,,1 day 18 hours,"4,677 km"
Monterey,New York,,1 day 20 hours,"4,835 km"
Reno,Abilene,,22 hours 27 mins,"2,412 km"
Reno,Amarillo,,19 hours 10 mins,"2,092 km"
Reno,Harlingen,,1 day 5 hours,"3,174 km"
Reno,Lubbock,,20 hours 5 mins,"2,145 km"
Reno,College Station,,1 day 3 hours,"2,836 km"
Reno,Corpus Christi,,1 day 3 hours,"2,999 km"
Reno,Wichita Falls,,22 hours 27 mins,"2,446 km"
Reno,Waco,,1 day 1 hour,"2,712 km"
Reno,San Angelo,,22 hours 32 mins,"2,446 km"
Reno,Houston,,1 day 4 hours,"3,049 km"
Reno,San Antonio,,1 day 1 hour,"2,766 km"
Reno,Del Rio,,23 hours 55 mins,"2,562 km"
Reno,Mission,,,
Reno,Beaumont,,,
Reno,Longview,,1 day 2 hours,"2,873 km"
Reno,Midland,,21 hours 10 mins,"2,279 km"
Reno,El Paso,,17 hours 36 mins,"1,880 km"
Reno,Brownsville,,1 day 5 hours,"3,213 km"
Reno,Austin,,1 day 2 hours,"2,749 km"
Reno,Dallas,,1 day 0 hours,"2,673 km"
Reno,Killeen,,1 day 1 hour,"2,685 km"
Reno,Laredo,,1 day 3 hours,"2,852 km"
Reno,Texarkana,,1 day 3 hours,"2,882 km"
Abilene,Reno,,22 hours 27 mins,"2,411 km"
Amarillo,Reno,,19 hours 10 mins,"2,091 km"
Harlingen,Reno,,1 day 5 hours,"3,174 km"
Lubbock,Reno,,20 hours 3 mins,"2,145 km"
College Station,Reno,,1 day 3 hours,"2,838 km"
Corpus Christi,Reno,,1 day 3 hours,"2,999 km"
Wichita Falls,Reno,,22 hours 28 mins,"2,446 km"
Waco,Reno,,1 day 1 hour,"2,770 km"
San Angelo,Reno,,22 hours 29 mins,"2,444 km"
Houston,Reno,,1 day 4 hours,"3,049 km"
San Antonio,Reno,,1 day 1 hour,"2,766 km"
Del Rio,Reno,,23 hours 54 mins,"2,563 km"
Mission,Reno,,,
Beaumont,Reno,,,
Longview,Reno,,1 day 2 hours,"2,879 km"
Midland,Reno,,21 hours 8 mins,"2,278 km"
El Paso,Reno,,17 hours 35 mins,"1,880 km"
Brownsville,Reno,,1 day 5 hours,"3,215 km"
Austin,Reno,,1 day 2 hours,"2,775 km"
Dallas,Reno,,1 day 0 hours,"2,672 km"
Killeen,Reno,,1 day 1 hour,"2,684 km"
Laredo,Reno,,1 day 3 hours,"2,852 km"
Texarkana,Reno,,1 day 3 hours,"2,895 km"
Memphis,Tampa,,12 hours 4 mins,"1,349 km"
Tampa,Memphis,,12 hours 2 mins,"1,362 km"
Charlotte,Abilene,,17 hours 37 mins,"1,945 km"
Charlotte,Amarillo,,19 hours 45 mins,"2,161 km"
Charlotte,Harlingen,,20 hours 0 mins,"2,196 km"
Charlotte,Lubbock,,19 hours 59 mins,"2,206 km"
Charlotte,College Station,,16 hours 12 mins,"1,719 km"
Charlotte,Corpus Christi,,18 hours 15 mins,"2,001 km"
Charlotte,Wichita Falls,,17 hours 2 mins,"1,879 km"
Charlotte,Waco,,16 hours 4 mins,"1,727 km"
Charlotte,San Angelo,,18 hours 50 mins,"2,065 km"
Charlotte,Houston,,15 hours 8 mins,"1,668 km"
Charlotte,San Antonio,,18 hours 0 mins,"1,982 km"
Charlotte,Del Rio,,20 hours 23 mins,"2,229 km"
Charlotte,Mission,,,
Charlotte,Beaumont,,,
Charlotte,Longview,,13 hours 18 mins,"1,452 km"
Charlotte,Midland,,19 hours 46 mins,"2,186 km"
Charlotte,El Paso,,1 day 0 hours,"2,671 km"
Charlotte,Brownsville,,20 hours 22 mins,"2,235 km"
Charlotte,Austin,,17 hours 29 mins,"1,889 km"
Charlotte,Dallas,,15 hours 1 min,"1,652 km"
Charlotte,Killeen,,16 hours 54 mins,"1,828 km"
Charlotte,Laredo,,20 hours 7 mins,"2,174 km"
Charlotte,Texarkana,,13 hours 22 mins,"1,467 km"
Abilene,Charlotte,,17 hours 36 mins,"1,943 km"
Amarillo,Charlotte,,19 hours 44 mins,"2,163 km"
Harlingen,Charlotte,,19 hours 56 mins,"2,197 km"
Lubbock,Charlotte,,19 hours 56 mins,"2,208 km"
College Station,Charlotte,,16 hours 8 mins,"1,719 km"
Corpus Christi,Charlotte,,18 hours 18 mins,"2,008 km"
Wichita Falls,Charlotte,,17 hours 5 mins,"1,872 km"
Waco,Charlotte,,16 hours 2 mins,"1,728 km"
San Angelo,Charlotte,,18 hours 48 mins,"2,067 km"
Houston,Charlotte,,15 hours 7 mins,"1,669 km"
San Antonio,Charlotte,,18 hours 0 mins,"1,983 km"
Del Rio,Charlotte,,20 hours 26 mins,"2,230 km"
Mission,Charlotte,,,
Beaumont,Charlotte,,,
Longview,Charlotte,,13 hours 18 mins,"1,453 km"
Midland,Charlotte,,19 hours 42 mins,"2,182 km"
El Paso,Charlotte,,1 day 0 hours,"2,673 km"
Brownsville,Charlotte,,20 hours 19 mins,"2,237 km"
Austin,Charlotte,,17 hours 28 mins,"1,890 km"
Dallas,Charlotte,,15 hours 2 mins,"1,651 km"
Killeen,Charlotte,,16 hours 53 mins,"1,825 km"
Laredo,Charlotte,,20 hours 3 mins,"2,175 km"
Texarkana,Charlotte,,13 hours 23 mins,"1,471 km"
Eugene,San Diego,,14 hours 58 mins,"1,572 km"
Eugene,Redding,,4 hours 59 mins,508 km
Eugene,Sacramento,,7 hours 21 mins,763 km
Eugene,Fresno,,9 hours 57 mins,"1,036 km"
Eugene,San Luis Obispo,,11 hours 19 mins,"1,194 km"
Eugene,Oakland,,8 hours 4 mins,843 km
Eugene,Santa Barbara,,12 hours 52 mins,"1,345 km"
Eugene,Stockton,,8 hours 2 mins,839 km
Eugene,Santa Rosa,,8 hours 25 mins,815 km
Eugene,Bakersfield,,11 hours 33 mins,"1,208 km"
Eugene,Santa Ana,,13 hours 42 mins,"1,431 km"
Eugene,Santa Maria,,11 hours 49 mins,"1,244 km"
Eugene,San Jose,,8 hours 42 mins,905 km
Eugene,Burbank,,12 hours 52 mins,"1,364 km"
Eugene,Arcata,,5 hours 25 mins,481 km
Eugene,Butte,,6 hours 37 mins,660 km
Eugene,Palm Springs,,14 hours 37 mins,"1,550 km"
Eugene,Los Angeles,,13 hours 7 mins,"1,380 km"
Eugene,Long Beach,,13 hours 25 mins,"1,416 km"
Eugene,San Francisco,,8 hours 13 mins,852 km
Eugene,Monterey,,9 hours 43 mins,"1,012 km"
San Diego,Eugene,,15 hours 2 mins,"1,570 km"
Redding,Eugene,,4 hours 59 mins,507 km
Sacramento,Eugene,,7 hours 20 mins,761 km
Fresno,Eugene,,9 hours 56 mins,"1,038 km"
San Luis Obispo,Eugene,,11 hours 14 mins,"1,190 km"
Oakland,Eugene,,8 hours 3 mins,840 km
Santa Barbara,Eugene,,12 hours 47 mins,"1,343 km"
Stockton,Eugene,,8 hours 2 mins,838 km
Santa Rosa,Eugene,,8 hours 24 mins,813 km
Bakersfield,Eugene,,11 hours 31 mins,"1,211 km"
Santa Ana,Eugene,,13 hours 45 mins,"1,429 km"
Santa Maria,Eugene,,11 hours 44 mins,"1,242 km"
San Jose,Eugene,,8 hours 38 mins,902 km
Burbank,Eugene,,12 hours 54 mins,"1,361 km"
Arcata,Eugene,,5 hours 21 mins,477 km
Butte,Eugene,,6 hours 35 mins,652 km
Palm Springs,Eugene,,14 hours 41 mins,"1,547 km"
Los Angeles,Eugene,,13 hours 7 mins,"1,377 km"
Long Beach,Eugene,,13 hours 30 mins,"1,415 km"
San Francisco,Eugene,,8 hours 10 mins,850 km
Monterey,Eugene,,9 hours 39 mins,"1,009 km"
Houston,Wichita,,8 hours 42 mins,969 km
Wichita,Houston,,8 hours 42 mins,969 km
Indianapolis,Greensboro,,8 hours 33 mins,887 km
Indianapolis,Wilmington,,11 hours 27 mins,"1,214 km"
Indianapolis,New Bern,,11 hours 26 mins,"1,192 km"
Indianapolis,Charlotte,,8 hours 51 mins,923 km
Indianapolis,Raleigh,,9 hours 43 mins,"1,007 km"
Indianapolis,Asheville,,7 hours 7 mins,758 km
Indianapolis,Fayetteville,,10 hours 3 mins,"1,032 km"
Greensboro,Indianapolis,,8 hours 35 mins,887 km
Wilmington,Indianapolis,,11 hours 28 mins,"1,214 km"
New Bern,Indianapolis,,11 hours 27 mins,"1,192 km"
Charlotte,Indianapolis,,8 hours 55 mins,925 km
Raleigh,Indianapolis,,9 hours 42 mins,"1,007 km"
Asheville,Indianapolis,,7 hours 6 mins,757 km
Fayetteville,Indianapolis,,10 hours 6 mins,"1,033 km"
Grand Junction,Flagstaff,,7 hours 6 mins,702 km
Grand Junction,Yuma,,11 hours 40 mins,"1,205 km"
Grand Junction,Phoenix,,9 hours 11 mins,934 km
Grand Junction,Prescott,,8 hours 38 mins,854 km
Grand Junction,Tucson,,10 hours 44 mins,"1,112 km"
Flagstaff,Grand Junction,,6 hours 59 mins,701 km
Yuma,Grand Junction,,11 hours 36 mins,"1,213 km"
Phoenix,Grand Junction,,9 hours 3 mins,933 km
Prescott,Grand Junction,,8 hours 30 mins,854 km
Tucson,Grand Junction,,10 hours 36 mins,"1,113 km"
Syracuse,State College,,4 hours 5 mins,379 km
