,NAME,room type,price,minimum nights,review rate number,house_rules,maximum occupancy,city
4447,2 Bedrooms PRIVATE BATHROOM AND KITCHEN,Private room,783.0,2.0,3.0,No pets & No smoking & No children under 10,2,Jackson
4448,AWESOME CHARMING ROOM C WITH ROOF DECK ACCESS :),Private room,553.0,30.0,5.0,No children under 10,2,Oklahoma City
4449,Great Small Room 15 Minutes From Time Square,Private room,574.0,2.0,5.0,,2,Alpena
4450,Your Quiet Refuge in the Heart of Manhattan,Entire home/apt,1150.0,3.0,4.0,No pets,7,King Salmon
4451,arty east village,Entire home/apt,100.0,2.0,3.0,No visitors,2,New Bern
4452,**Cozy Room In Hip Ultra Location LES/NOLITA**,Private room,537.0,2.0,5.0,No visitors,2,Seattle
4453,Spacious  bedroom only 4 stations to Manhattan!,Private room,510.0,2.0,5.0,No smoking,1,Lincoln
4454,Cozy 4 Bedroom's Times Square Apartment!,Private room,718.0,3.0,2.0,No pets & No visitors,1,La Crosse
4455,Private Room with 2 Beds in Hamilton Heights,Private room,545.0,4.0,3.0,No pets,2,Santa Ana
4456,Trendy Nabe Bunk for travelers,Shared room,119.0,1.0,2.0,No visitors & No smoking,1,Gillette
4457,Brand New 3-Bedroom in Trendy L.E.S. #10296,Entire home/apt,605.0,2.0,5.0,No smoking & No visitors & No children under 10,3,Lawton
4458,"Large 1BR in Bay Ridge, Brooklyn",Entire home/apt,277.0,1.0,4.0,No visitors,3,Joplin
4459,Single Bed A in Sharing Room near Grand Central,Shared room,456.0,3.0,5.0,No smoking,1,Jackson
4460,Cozy yellow room,Private room,699.0,1.0,5.0,No visitors,2,Hays
4461,Skyline #1 view ny skyline,Private room,78.0,2.0,4.0,No visitors & No smoking,2,Ithaca
4462,1 Bedroom in Upper East Side,Private room,58.0,100.0,5.0,No parties,1,Plattsburgh
4463,Spacious Room in Uptown Manhattan,Private room,614.0,2.0,5.0,No visitors & No children under 10,1,Bismarck
4464,Private Room in HOME w/Professionals,Private room,735.0,5.0,3.0,No parties & No pets,1,Ogden
4465,Comfy Room,Private room,92.0,4.0,2.0,No parties & No smoking & No pets,1,Pensacola
4466,Trendy Harlem Apartment in New York,Entire home/apt,558.0,21.0,1.0,No smoking,4,Newport News
4467,Evergreen Cozy Bed for Female Travelers 紐約民宿,Shared room,734.0,1.0,4.0,No parties & No pets & No visitors,1,Wichita
4468,Stylish 1 BD in Garment District,Entire home/apt,894.0,3.0,1.0,,5,Santa Rosa
4469,Private Room in Luxury Building,Private room,258.0,5.0,4.0,No parties,2,La Crosse
4470,Bright and Sunny Williamsburg Oasis,Entire home/apt,1195.0,3.0,5.0,,10,Lewisburg
4471,#ERROR!,Private room,442.0,25.0,3.0,No smoking,1,Fayetteville
4472,Chic room in a clean and cozy apartment,Private room,728.0,2.0,3.0,No children under 10 & No parties & No smoking,1,Bismarck
4473,Renovated 3BR 2 Full Bath with Washer & Dryer,Entire home/apt,1054.0,,5.0,,4,South Bend
4474,Designer's spacious Manhattan apt.,Entire home/apt,879.0,3.0,4.0,No smoking & No visitors & No pets,4,San Luis Obispo
4475,Bohemian Paradise in Industrial BK,Private room,821.0,2.0,5.0,No visitors & No pets,1,Bakersfield
4476,1 Bedroom w/ common space in 4br Loft in Bushwick,Private room,622.0,7.0,3.0,No pets,1,Sioux City
4477,"☆Charming bedroom, 5min to Empire State Building☆",Private room,175.0,1.0,3.0,No smoking,2,Wenatchee
4478,"Bedroom & living area Upper East Side, 86th Subway",Entire home/apt,419.0,2.0,5.0,No smoking,3,Juneau
4479,*OH SO ZEN*~ Chill Bushwick Yoga Spot!!,Entire home/apt,948.0,2.0,2.0,No smoking,9,Buffalo
4480,Newly renovated garden apartment in brownstone!,Entire home/apt,513.0,30.0,5.0,,2,Florence
4481,Cute Lofted Apt.,Entire home/apt,296.0,2.0,4.0,No pets & No parties,3,Wrangell
4482,Cozy Apartment. 15 mins away from LGA & Manhattan,Entire home/apt,421.0,3.0,4.0,No parties,4,International Falls
4483,Cozy Artists Apartment in Central Harlem,Private room,284.0,1.0,2.0,No visitors,1,Abilene
4484,Private Bedroom in Bushwick,Private room,899.0,1.0,1.0,No pets,1,Aberdeen
4485,Peaceful Room...,Private room,327.0,4.0,3.0,No smoking & No children under 10,1,Juneau
4486,** Location~Location~Location in Time Square **,Entire home/apt,963.0,3.0,5.0,No pets,5,Binghamton
4487,"East Village, private room with free breakfast",Private room,909.0,1.0,4.0,No children under 10,1,Petersburg
4488,Bright Sanctuary in Williamsburg,Private room,358.0,1.0,3.0,No pets & No visitors,1,Sheridan
4489,Large room with private bath & kitchen near train,Entire home/apt,239.0,1.0,1.0,,2,San Diego
4490,The Real B&B Home,Entire home/apt,971.0,7.0,3.0,No visitors,5,Alpena
4491,Dreamy Private Room in  Super Cool Bedstuy Apt.,Private room,60.0,3.0,4.0,,1,Cleveland
4492,Wonderful Apartment in the charming East Village,Entire home/apt,1017.0,1.0,3.0,,3,Tyler
4493,Northern Manhattan Getaway,Private room,663.0,2.0,3.0,No smoking & No visitors,2,Durango
4494,Charming Garden Apartment in Brooklyn Brownstone,Entire home/apt,434.0,2.0,3.0,No visitors,2,Dallas
4495,Cozy One Bedroom Near Fort Tryon Park,Entire home/apt,988.0,2.0,3.0,No children under 10,5,Washington
4496,Sweet one bedroom apartment in Cobble Hill,Entire home/apt,1060.0,3.0,3.0,No visitors & No children under 10,7,Butte
4497,Modern 2BR in the UES (94th and 2nd) 30 DAYS  MIN,Entire home/apt,938.0,30.0,2.0,No children under 10,5,Cincinnati
4498,Perfect blend of urban and village atmosphere,Private room,640.0,1.0,5.0,No children under 10,2,Ketchikan
4499,The Artist Retreat Duplex and Garden 1,Entire home/apt,450.0,2.0,5.0,No parties & No pets,3,Ogdensburg
4500,The Heart of Bushwick!,Private room,1155.0,7.0,3.0,No pets,1,Sarasota
4501,3 Bedroom Prime Park Slope 6th Ave/Barclays Center,Entire home/apt,121.0,2.0,3.0,No visitors,2,Panama City
4502,Large private room in heart of BK,Private room,892.0,2.0,3.0,No pets,2,Saipan
4503,Spacious Bushwick Loft,Private room,1063.0,4.0,4.0,No parties,2,Ithaca
4504,,Private room,889.0,1.0,2.0,No visitors,2,Hibbing
4505,"Modern, bohemian 1 bedroom apt in Williamsburg",Entire home/apt,705.0,21.0,3.0,No pets & No children under 10,2,Williston
4506,"One B/R (1 Guest) Near Beach, A & air trains, JFK",Private room,1100.0,1.0,5.0,,1,Gillette
4507,Beautifull Bed Stuy 1bdrm apt with outdoor space!,Entire home/apt,1024.0,2.0,3.0,No visitors,5,Nantucket
4508,ACintheroom!35minutes toWALL St. quiet&residential,Private room,1003.0,7.0,4.0,,1,Mission
4509,"Sunny, spacious room in Bedstuy",Private room,646.0,1.0,3.0,No pets,2,Burbank
4510,Spacious 1BR Haven in Duplex w/Deck,Private room,1050.0,7.0,2.0,No parties,2,Pensacola
4511,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,Entire home/apt,619.0,2.0,1.0,No pets,5,Corpus Christi
4512,Stylish 1 BR in the heart of SoHo,Entire home/apt,1075.0,3.0,5.0,No pets,3,Green Bay
4513,The Grove - A Luxury One Bedroom Apartment,Entire home/apt,66.0,2.0,2.0,No pets & No children under 10 & No parties,2,Wrangell
4514,Stunning refurbished church apt in heart of Wburg,Entire home/apt,380.0,2.0,3.0,No parties,3,Dodge City
4515,Modern Condo in Heart of Harlem,Entire home/apt,191.0,3.0,3.0,No smoking,3,Minneapolis
4516,Nice Room in Classic Williamsburg Loft,Private room,270.0,4.0,3.0,No smoking & No pets,2,Charlotte Amalie
4517,Central Cozy 3 Bedrooms Apartment,Entire home/apt,100.0,30.0,1.0,No pets,3,Santa Rosa
4518,"High wifi , private space and private room",Private room,713.0,5.0,5.0,No visitors & No smoking,2,Sitka
4519,AG's palace 2,Private room,81.0,1.0,5.0,No parties,2,Hayden
4520,The Brass Shack,Private room,874.0,5.0,2.0,No pets,2,Vernal
4521,Stunning New High-Rise Apartment - 1 Bedroom NYC,Entire home/apt,402.0,30.0,5.0,No pets & No parties & No smoking,4,Lincoln
4522,Times Square,Entire home/apt,940.0,,2.0,No smoking & No parties,5,San Angelo
4523,Big Sunny Bushwick Apartment,Entire home/apt,714.0,4.0,2.0,No pets & No visitors,3,Denver
4524,Romantic 1 bedroom Part2 Harlem USA,Entire home/apt,70.0,3.0,5.0,No visitors & No children under 10,3,Rochester
4525,"DESIGN, COLOR, MODERN, LIGHT!!! COOK'S KITCHEN!!!",Entire home/apt,583.0,4.0,5.0,No parties & No children under 10 & No smoking,2,Fargo
4526,5 Mins Walk to Columbia University,Private room,1143.0,14.0,2.0,No smoking,1,St. George
4527,Lovely Room in the heart of the East Village,Private room,813.0,2.0,5.0,No parties & No children under 10,2,San Luis Obispo
4528,Strivers Row Studio,Entire home/apt,212.0,2.0,2.0,No visitors & No smoking,2,Santa Barbara
4529,"AMAZINGLY LOCATED ONE BEDROOM,  NEAR CENTRAL PARK",Entire home/apt,637.0,4.0,3.0,No smoking & No children under 10,2,Jackson
4530,YANKEE STADIUM DOWNTOWN BRONX,Private room,1194.0,1.0,5.0,No pets & No children under 10 & No visitors,2,Grand Island
4531,Private Room close to subway (3/3),Private room,232.0,1.0,2.0,No parties,2,Jackson
4532,Cozy Centrally Located Private Room in Bushwhick,Private room,147.0,2.0,1.0,No children under 10 & No pets,1,Champaign
4533,Bright Comfy Quiet Room Just 6 Mins from JFK!,Private room,402.0,1.0,5.0,No children under 10,2,Mason City
4534,First rate 2 bed/2 bath apt. in Midtown West!,Entire home/apt,356.0,30.0,3.0,No parties,2,Cincinnati
4535,1 Bedroom Apt East Village/USQ,Entire home/apt,236.0,1.0,4.0,No visitors,2,Panama City
4536,Two BDRM Perfect CHTWN Manhattan!,Entire home/apt,351.0,1.0,5.0,No pets & No children under 10,3,Santa Ana
4537,Spacious Private Room in Brooklyn,Private room,1167.0,20.0,4.0,No pets,2,Shreveport
4538,Cozy Studio in Queens zZZ,Entire home/apt,644.0,3.0,2.0,No pets & No children under 10 & No parties,2,Lansing
4539,Beautiful Apartment close to Time Square,Entire home/apt,99.0,3.0,5.0,,2,Atlantic City
4540,Prime New York Upper East Side 1 Bedroom Apartment,Entire home/apt,308.0,2.0,4.0,No visitors,3,Kona
4541,Spacious Room in the heart of Greenwich Village!,Private room,987.0,2.0,4.0,No pets,1,St. Cloud
4542,Super quiet Apartment in East Williamsburg!!! =),Private room,1010.0,3.0,2.0,No visitors,2,Moab
4543,Nice Room in Manhattan,Private room,300.0,1.0,1.0,No visitors,1,Detroit
4544,Luxurious Living in Williamsburg/Brooklyn,Entire home/apt,296.0,1.0,5.0,,3,Salt Lake City
4545,"1BR spacious, sunny (25 min to Manhattan)",Entire home/apt,127.0,17.0,3.0,No children under 10,3,Newburgh
4546,One Bedroom Apt next to Empire State,Entire home/apt,339.0,7.0,2.0,No smoking,2,Billings
4547,Williamsburg Large Modern Studio,Entire home/apt,734.0,4.0,3.0,No pets & No smoking,3,Erie
4548,Little Red and the big GWB,Private room,56.0,1.0,1.0,No smoking,1,Butte
4549,One bedroom in Murray Hill,Entire home/apt,698.0,14.0,3.0,No parties,2,Raleigh
4550,Cozy East Village Railroad 1 Bed!,Entire home/apt,1089.0,1.0,5.0,No visitors,5,Raleigh
4551,Private room in prime Cobble Hill neighborhood,Private room,490.0,7.0,1.0,No parties & No visitors,2,Dubuque
4552,Relax in SoHo with private outdoor space,Entire home/apt,1063.0,2.0,5.0,No visitors,4,Amarillo
4553,Beautiful Private Bedroom in North Brooklyn! 2-2,Private room,716.0,30.0,2.0,No pets & No smoking & No visitors,2,Bozeman
4554,Comfy UWS Room near Central Park & Times Square,Private room,693.0,1.0,3.0,No pets,1,Lewiston
4555,Beautiful 1200 sf 3 bedroom apt off Prospect Park,Entire home/apt,452.0,5.0,1.0,,3,Concord
4556,Bohemian bed & breakfast in the heart of Astoria!,Private room,729.0,1.0,5.0,No parties & No visitors & No children under 10,2,Kahului
4557,Luxury April Sublet in Manhattan NY,Private room,249.0,1.0,4.0,,2,North Bend
4558,Private Room By Central Park,Private room,131.0,1.0,3.0,,1,Melbourne
4559,Sunny Ditmas Park Carriage House (Events Listing),Entire home/apt,483.0,1.0,4.0,No pets,3,Grand Rapids
4560,A large bedroom with a king size bed in Queens.,Private room,599.0,1.0,2.0,No parties & No visitors,2,Erie
4561,Carroll Gardens Modern Sunny Loft,Entire home/apt,860.0,3.0,1.0,No pets & No children under 10 & No parties,2,Indianapolis
4562,Bright and Chill Room in Bushwick for two friends!,Private room,273.0,1.0,2.0,No parties,1,Martha's Vineyard
4563,Big 1 Bedroom Brooklyn Ditmas Park,Private room,577.0,3.0,3.0,No smoking & No visitors,1,Boise
4564,Luxury NYC 1 Bed w/Gorgeous Views + Pool,Entire home/apt,255.0,2.0,3.0,No visitors,2,Atlantic City
4565,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,Entire home/apt,459.0,30.0,3.0,No children under 10 & No visitors,3,Boston
4566,cozy room /female guests,Private room,91.0,1.0,5.0,No visitors,1,Flint
4567,Birds singing and sunsets in NYC!,Private room,592.0,2.0,5.0,No smoking & No visitors,1,Laredo
4568,5min to Manhattan apartment in new luxury building,Entire home/apt,872.0,1.0,4.0,No smoking,4,Manchester
4569,Prime West Village haven,Entire home/apt,540.0,5.0,2.0,No children under 10 & No parties,4,Yakima
4570,Studio-like July sublet,Private room,293.0,31.0,5.0,No parties,2,Mosinee
4571,Tranquil bedroom in classic Bed-Stuy brownstone,Private room,1178.0,30.0,5.0,No visitors,2,Pocatello
4572,Beautiful Light Filled 1 Bedroom in Kosher Apt,Private room,588.0,2.0,1.0,No children under 10,1,Sacramento
4573,City Living with a Home Town Feel.,Private room,895.0,1.0,3.0,No visitors & No parties & No children under 10,2,Pellston
4574,Peaceful Artist Bedroom—Just 30 Min to Manhattan!,Private room,,3.0,5.0,No children under 10,2,Wenatchee
4575,Cozy Room - Free Cleaning + WiFi - Quick Walk to L,Private room,364.0,30.0,2.0,,2,Alpena
4576,Cozy East Village walk up,Entire home/apt,128.0,3.0,2.0,No children under 10 & No smoking,3,Marquette
4577,Cozy Gem in Harlem Close to ALL!,Entire home/apt,260.0,2.0,1.0,No smoking & No visitors & No pets,2,Memphis
4578,Beautiful Private Bed & Bathroom (no kitchen),Private room,1083.0,30.0,5.0,No pets,2,Allentown
4579,Large private room in heart of BK,Private room,892.0,2.0,3.0,No visitors,1,Ashland
4580,LARGE PERFECT 1 bedroom Clean and Chic w/ JACUZZI,Entire home/apt,1140.0,1.0,3.0,,7,Lincoln
4581,"Bright, Cozy studio in beautiful West Village!",Entire home/apt,113.0,2.0,5.0,No pets,2,Everett
4582,"Sunny, spacious room in Williamsburg Brooklyn Apt",Private room,541.0,2.0,5.0,No children under 10 & No parties,2,Jackson
4583,Bright & Sunny FULLY FURNISHED Room,Private room,847.0,7.0,5.0,No parties & No pets,2,Myrtle Beach
4584,A serene apartment to rejuvenate yourself.,Entire home/apt,503.0,2.0,2.0,No smoking & No pets & No parties,4,Indianapolis
4585,Private room w/ fire escape in beautiful Soho,Private room,727.0,3.0,5.0,No children under 10 & No visitors & No smoking,2,Hayden
4586,Pvt Room for Two Near JFK 6 mi/ LGA 10 mi- Olive,Private room,1140.0,2.0,3.0,No smoking,1,Kalamazoo
4587,Park Slope garden oasis,Entire home/apt,735.0,2.0,2.0,No children under 10,2,Norfolk
4588,1 Person Only 1 Bdrm LES/East Village HugeDeck,Private room,1069.0,2.0,2.0,No children under 10 & No smoking,2,Portland
4589,Upper West Side - Huge 1 Bdrm in a Luxury Bldg,Entire home/apt,917.0,2.0,2.0,,6,Lincoln
4590,1 BR in 2 BR Apt (Upper East Side),Private room,255.0,1.0,5.0,No visitors & No pets,2,El Paso
4591,NICE 1 BEDROOM  CLOSE 3 MALLS AND SHOPPING,Entire home/apt,922.0,3.0,4.0,No children under 10 & No visitors,7,Worcester
4592,Entire floor in Brooklyn Townhouse w/large patio,Entire home/apt,308.0,3.0,2.0,No smoking,2,Bemidji
4593,Spacious and cozy Lower East Side bedroom,Private room,1039.0,1.0,5.0,,1,Rapid City
4594,Designers Lovely UWS Full Floor Townhouse Apt!,Entire home/apt,978.0,3.0,2.0,No pets & No smoking & No visitors,9,Grand Junction
4595,"Gorgeous, charming upper east side one bedroom",Entire home/apt,667.0,3.0,3.0,No smoking,6,Saipan
4596,Brooklyn Home By The Pier,Entire home/apt,549.0,1.0,4.0,No children under 10,4,Charlotte Amalie
4597,Cozy room on the UES,Private room,700.0,5.0,4.0,,2,Paducah
4598,Cozy room in the East Village - Manhattan,Private room,941.0,4.0,2.0,,2,Dayton
4599,Cozy Studio in the Heart of Manhattan,Entire home/apt,570.0,5.0,2.0,No smoking & No children under 10,2,Harrisburg
4600,LARGE SUNNY QUIET NY APARTMENT,Private room,1056.0,1.0,1.0,No children under 10 & No pets & No smoking,2,Hattiesburg
4601,Near Yankee Stadium,Entire home/apt,73.0,1.0,1.0,No pets,3,Belleville
4602,Charming one bedroom Upper East,Entire home/apt,92.0,1.0,4.0,No visitors,3,Eugene
4603,Lovely 2-room Studio in Crown Hghts,Entire home/apt,929.0,3.0,2.0,No visitors,6,Aspen
4604,Cozy large Full 1 Bedroom Apt,Entire home/apt,168.0,354.0,2.0,No children under 10,2,Gainesville
4605,R5 Private King Room LGA JFK Manhattan 15 min!,Private room,238.0,1.0,2.0,No parties,2,Saipan
4606,The home is where the heart is.,Entire home/apt,174.0,2.0,5.0,No visitors & No smoking,2,Toledo
4607,Luxury NYC Studio for Super Bowl 48,Entire home/apt,250.0,1.0,5.0,No children under 10 & No smoking,2,Arcata
4608,Private room in well furnished quintessential 2BR!,Private room,435.0,2.0,4.0,No pets & No visitors,2,Medford
4609,Rare Downtown First Floor Apt w Private Backyard,Entire home/apt,764.0,3.0,5.0,No parties & No children under 10 & No pets,4,Kotzebue
4610,Unique 2BR Apartment,Entire home/apt,394.0,2.0,3.0,No pets,2,Honolulu
4611,BROWNSTONE SUNDRENCHED BEAUTY,Entire home/apt,1028.0,3.0,,No pets & No children under 10 & No smoking,9,Mason City
4612,Large Bedroom by Grand Central Station in NYC,Private room,230.0,7.0,3.0,No smoking,1,Moab
4613,Beautiful Sunny Top Floor 1BD Flat,Entire home/apt,320.0,4.0,1.0,No children under 10 & No parties,3,Manchester
4614,"Luxe Large Studio Apt with Rooftop, Doorman, & Gym",Entire home/apt,228.0,9.0,2.0,No parties & No smoking,3,Lubbock
4615,Zen Apartment With Backyard,Entire home/apt,394.0,1.0,4.0,No children under 10,3,Decatur
4616,Trendy Private Harlem Room - Plants & Light!,Private room,880.0,2.0,5.0,No visitors,1,Newport News
4617,Cozy & Quiet 2 Bedroom / Heart of Lower Manhattan,Entire home/apt,791.0,2.0,2.0,No children under 10,4,Charleston
4618,Entire 2 bedroom top floor in Clinton Hill,Entire home/apt,317.0,28.0,5.0,No visitors,3,Austin
4619,15 minute train ride to Times Square,Private room,852.0,3.0,5.0,,2,Saginaw
4620,NEW YORK CITY!!! MANHATTAN!!!,Private room,80.0,5.0,2.0,No parties & No pets & No children under 10,2,Guam
4621,Newly renovated studio in hip Bushwick near subway,Entire home/apt,365.0,2.0,2.0,No parties & No pets,2,Binghamton
4622,Financial District Oasis Room-1 Queen Bed,Private room,136.0,4.0,3.0,No visitors & No smoking,2,Brainerd
4623,"Large, Sunny 25 min to Central Park",Private room,691.0,4.0,2.0,No pets,1,Shreveport
4624,Artsy Apartment - Large Bedroom in Upper Manhattan,Private room,522.0,1.0,5.0,No children under 10 & No visitors,2,Lansing
4625,IN MINT CONDITION-1BR&TERRACE-E 44TH/UNITED NATION,Entire home/apt,297.0,30.0,4.0,No pets,2,New York
4626,Cozy apt next to park & train for 4,Entire home/apt,1196.0,5.0,4.0,,7,Lewisburg
4627,Spacious & sunny room in Brooklyn!,Private room,192.0,2.0,5.0,No smoking,1,Melbourne
4628,Artsy Private BR in Fort Greene Cumberland,Private room,727.0,30.0,3.0,No visitors,1,Chattanooga
4629,Sun-soaked 1BR in Park Slope with amazing NYC view,Entire home/apt,101.0,1.0,4.0,No pets,2,Montgomery
4630,"Lux room near train station,  LGA & Manhattan.",Private room,824.0,30.0,4.0,No visitors & No parties,1,Grand Forks
